,DOB,Image,Summary,Name
280,24-02-1939,https://upload.wikimedia.org/wikipedia/en/1/10/Joy_Mukherjee.jpg,"Joy Mukherjee (24 February 1939 – 9 March 2012) was an Indian film actor and director. He was titled as the 'heart throb of the 1960s and 1970s'.
",Joy Mukherjee
281,26-07-1972,https://upload.wikimedia.org/wikipedia/commons/e/e4/JugalHansraj.jpg,"Jugal Hansraj (born 26 July 1972) is an Indian actor, model, producer, writer, author and a national award-winning director, based in Mumbai. 
Hansraj started his career as a child actor in the 1982 film Masoom, which starred Naseeruddin Shah and Shabana Azmi. He continued his career as a child actor in films like Karma (1986) and Sultanat (1986). He featured as a model for TV and print as a child and appeared in notable ad campaigns. He made his acting debut as an adult in Aa Gale Lag Jaa in 1994. Subsequently, he featured in the Mohabbatein (2000), Kabhi Khushi Kabhie Gham (2001) and Salaam Namaste (2005). He served as writer and director for the 2008 computer-animated film Roadside Romeo.
",Jugal Hansraj
282,,,"Kundan Lal Saigal, often abbreviated as K. L. Saigal (11 April 1904 – 18 January 1947), was an Indian singer and actor who is considered the first superstar of the Hindi film industry, which was centred in Kolkata during Saigal's time, but is currently centred in Mumbai.[1][2]
Saigal's unique voice quality which was a mixture of baritone and soft tenor was the benchmark for most of the singers who followed him. In fact it remains the gold standard even today shining through very early and practically primitive recording technology.
",K.L. Saigal
283,01-09-1908,https://upload.wikimedia.org/wikipedia/en/6/66/K.N.Singh-photo.jpg,"Krishan Niranjan (1 September 1908 – 31 January 2000), known as K. N. Singh in Indian cinema, was a prominent villain and character actor. He appeared in over 200 Hindi films over a long career stretching from 1936 to the late 1980s.
",K.N. Singh
284,25-03-1925,https://upload.wikimedia.org/wikipedia/en/2/29/K._S._Ashwath_in_Naagarahaavu.JPG,"Karaganahalli Subbaraya Ashwathanarayana (25 March 1925 – 18 January 2010) was an Indian veteran actor who appeared in Kannada films. He appeared in over 370 films during his five-decade-long career.[1] 
His only memorial in the whole of Karnataka, India is in the Kengeri satellite town, Bengaluru. Memorial name - ""K. S. Ashwath Memorial Children's Park"".
",K. S. Ashwath
285,16-01-1946,https://upload.wikimedia.org/wikipedia/commons/1/10/Kabir_Bedi_2012_%28bust_cropped%29.jpg,"Kabir Bedi (born 16 January 1946) is an Indian film actor. His career has spanned three continents covering India, the United States and especially Italy among other European countries in three media: film, television and theatre.[2] He is noted for his role as Emperor Shah Jahan in Taj Mahal: An Eternal Love Story and the villainous Sanjay Verma in the 80s blockbuster Khoon Bhari Maang. He is best known in Italy and Europe for playing the pirate Sandokan in the popular Italian TV mini series and for his role as the villainous Gobinda in the 1983 James Bond film Octopussy. Kabir Bedi is well known in Italy and is fluent in Italian. He is based in India and lives in Mumbai.[3]
",Kabir Bedi
286,22-10-1937,https://upload.wikimedia.org/wikipedia/commons/3/30/Kader_Khan_Sahab.jpg,"Kader Khan (22 October 1937 – 31 December 2018) was an Indian-Canadian film actor, screenwriter, comedian, and director. As an actor, he appeared in over 300 films after his debut film in the 1973 film Daag, starring Rajesh Khanna, in which he acted as a prosecuting attorney.[2] He was also a prolific screenwriter for Bollywood films in the period 1970s to 1999 and wrote dialogues for 200 films. Khan graduated from Ismail Yusuf College affiliated to Bombay University. Before entering the film industry in the early 1970s, he taught at M. H. Saboo Siddik College of Engineering, Mumbai, as a professor of Civil Engineering.[3]
",Kadar Khan
287,25-07-1935,,"Kaikala Satyanarayana is a former TDP parliamentarian, film actor,producer and director in Telugu cinema.[1] He was the jury member for South Region II at the 59th National Film Awards.[2] He is the recipient of the 2011 Raghupathi Venkaiah Award and 2017 Filmfare Award, both of which awarded him for lifetime achievement in Telugu cinema.[3][4]
",Kaikala Satyanarayana
288,01-01-1971,https://upload.wikimedia.org/wikipedia/commons/8/89/KalabhavanManiMay2010.JPG,"Kunnisseri Veettil Raman Mani (1 January 1971 – 6 March 2016), better known by his stage name Kalabhavan Mani, was an Indian film actor and singer. Mani started his career as a mimicry artist with the Kalabhavan troupe.  He has starred in over 200 films, including Malayalam, Tamil, Kannada and Telugu films, and is renowned for his humorous characters and villain roles.
",Kalabhavan Mani
289,28-07-1928,https://upload.wikimedia.org/wikipedia/en/0/0e/Kalyan-Kumar-pic.jpg,"Kalyan Kumar (28 July 1928 – 1 August 1999), born as Chokkanna in a Tamil speaking Iyengar family, was an Indian film actor, and an occasional film director and producer, who worked primarily in Kannada and Tamil cinema.[1] Making his acting debut in the mythological drama Natashekara (1954), Kalyan Kumar went on to star in over 200 films in a span of over five decades. He was among the much sought after actors in the 1950s through 1970s for lead roles.
",Kalyan Kumar
290,05-07-1978,https://upload.wikimedia.org/wikipedia/commons/b/b3/Nandamuri_Kalyan_Ram_in_Valencia.jpg,"Nandamuri Kalyan Ram (born 5 July 1978) is an Indian actor and film producer who works in Telugu cinema. He was born to actor and politician Nandamuri Harikrishna and Lakshmi. He is a grandson of N. T. Rama Rao, who was an actor and politician. His younger brother, Nandamuri Taraka Rama Rao, is also an actor. Ram is best known for his roles in action films such as Athanokkade, Hare Ram and 118. Ram is the owner of the production company N. T. R. Arts, named after his grandfather.[3] He also owns ""Advitha Creative Studios"", a video effects company, which provided special effects for movies such as Legend, Nannaku Prematho and Krishnashtami.
",Kalyan Ram
291,,https://upload.wikimedia.org/wikipedia/commons/4/4b/Kamaal_Rashid_Khan.jpg,"Kamaal Rashid Khan (often referred to as KRK or Kamaal R Khan) is an Indian film actor, producer and writer.[3] He participated in the reality show, Bigg Boss in 2009.[4]
",Kamaal Rashid Khan
292,,,"Kamal Haasan (born 7 November 1954) is an Indian film actor, dancer, film director, screenwriter, producer, playback singer, lyricist and politician who works primarily in Tamil cinema and has also worked in Telugu, Malayalam, Kannada, Hindi and Bengali films. Haasan has won awards including three National Film Awards for Best Actor and 19 Filmfare Awards and nine International Awards. His production company, Raaj Kamal Films International, has produced several of his films.
",Kamal Haasan
293,,https://upload.wikimedia.org/wikipedia/commons/1/1d/Kopil_Bora_-_TeachAIDS_Interview.png,"Kopil Bora (Assamese: কপিল বৰা) is an Assamese actor, anchor and All India Radio voice artist. He debuted in Bidyut Chakravarty's 2002 Assamese film Gun Gun Gane Gane and known for his performance in Mon (2002), Ahir Bhairav (2008), Jetuka Pator Dore (2011) and Dwaar (2013).
",Kapil Bora
294,02-04-1981,https://upload.wikimedia.org/wikipedia/commons/1/14/Karan_Johar_snapped_on_sets_of_The_Kapil_Sharma_Show_%28cropped%29.jpg,"Kapil Sharma (born 2 April 1981)[2] is an Indian stand-up comedian, television presenter, actor and producer known for hosting The Kapil Sharma Show.[3] He previously hosted the television comedy shows Comedy Nights with Kapil and Family Time with Kapil.
",Kapil Sharma
295,19-08-1969,,"Karan (born 19 August 1969) is an Indian actor who has appeared predominantly in Tamil language films. After starting his career as a child actor (under the stage name Master Raghu), he moved on to appear in supporting roles throughout the 1990s, often portraying antagonistic roles. In the mid-2000s, after a sabbatical, Karan chose to prioritise appearing in films where he would portray the lead role following the relative success of Kokki (2006).
",Karan
296,11-11-1989,https://upload.wikimedia.org/wikipedia/commons/d/d9/Karan_Choudhary.jpg,"Karan Choudhary  is an actor and filmmaker. Originally from Faridabad, India, Choudhary is presently based in New York. He has done modeling and TV work, and is primarily known for his award-winning short films, which include Dedication (2017), New York'd (2018), and The Timepiece (2019).
",Karan Choudhary
297,25-05-1977,https://upload.wikimedia.org/wikipedia/commons/c/c6/Karthi_at_62nd_Filmfare_awards_south_%28cropped%29.jpg,"Karthik Sivakumar (born 25 May 1977), better known by his stage name Karthi, is an Indian film actor who works primarily in Tamil cinema.
",Karthi
298,25-05-1972,https://upload.wikimedia.org/wikipedia/commons/0/01/Karan_Johar_filmfare.jpg,"Karan Kumar Johar (born Rahul Kumar Johar, 25 May 1972),[1] often informally referred to as KJo,[3] is an Indian film director, producer, screenwriter, costume designer, actor and television personality who works in Hindi films.[4] He is the son of Hiroo Johar and the producer Yash Johar.
",Karan Johar
299,23-02-1982,https://upload.wikimedia.org/wikipedia/commons/f/f6/KSG_at_HS3_Trailer_Launch.jpg,"Karan Singh Grover (born 23 February 1982)[1] is an Indian model and actor known for his work in Indian television series such as Dill Mill Gayye and Qubool Hai. He has also starred in the Indian films Alone and Hate Story 3.
",Karan Singh Grover
300,18-01-1962,https://upload.wikimedia.org/wikipedia/commons/f/f8/Karan_Kapoor_in_January_2020.jpg,"Karan Kapoor (born 18 January 1962)[1] is a former Indian film actor and model of Indian descent. He is the son of Shashi Kapoor and his India-settled wife Jennifer Kendal. His paternal grandfather was Prithviraj Kapoor and his paternal uncles are Raj Kapoor and Shammi Kapoor. His elder brother Kunal Kapoor and younger sister Sanjana Kapoor have also acted in some films, but like him, they were not very successful. His maternal grandparents, Geoffrey Kendal and Laura Kendal, were actors who toured India and Asia with their theatre group, Shakespearana, performing Shakespeare and Shaw. The Merchant Ivory film, Shakespeare Wallah, was loosely based on the family, which starred his father and his aunt, actress Felicity Kendal.
",Karan Kapoor
301,,,"Karibasavaiah (1959 – 3 February 2012) was an Indian actor who appeared in Kannada cinema and a theatre personality. He has acted in over 120 films. He died on 3 February 2012 after a road traffic accident in Bangalore.[1] He made his debut in the movie Undo Hodha, Kondu Hodha. Some of his memorable films are Kotreshi Kanasu, Janumada Jodi, Galate Aliyandru, Mungarina Minchu, Yaarige Salute Sambala, Police Story 2 and Ullasa Utsaha.
",Karibasavaiah
302,,https://upload.wikimedia.org/wikipedia/commons/a/a9/Navarasa_nayagan_karthik.jpg,"Murali Karthikeyan Muthuraman, best known by stage name Karthik, is an Indian film actor, playback singer and politician who works mainly in Tamil cinema. He is the son of actor R. Muthuraman. He was first introduced by Bharathiraja in the film Alaigal Oivathillai (1981). He has primarily appeared in lead roles in Tamil films, who was also known as Navarasa Nayagan. He has also appeared in some  Telugu films. Karthik has acted in more than 125 films. He has been the recipient of the Tamil Nadu State Film Awards and the Nandi Award. He won four Filmfare Awards South.[1]
",Karthik Muthuraman
303,25-05-1977,https://upload.wikimedia.org/wikipedia/commons/c/c6/Karthi_at_62nd_Filmfare_awards_south_%28cropped%29.jpg,"Karthik Sivakumar (born 25 May 1977), better known by his stage name Karthi, is an Indian film actor who works primarily in Tamil cinema.
",Karthik Sivakumar
304,,,"Karunas (born 21 February 1970 as Karunanidhi Sethu) is an actor, politician and former comedian in the Tamil film industry. Appearing mostly in supporting roles, he has also played lead roles in films including Dindigul Sarathy (2008) and Ambasamudram Ambani (2008). Apart from acting, Karunas has also been credited in films as a producer, music composer and a singer, while he continues to serve as the Vice-President of the Nadigar Sangam, after being elected in October 2015.[1]
",Karunas
305,14-08-1930,https://upload.wikimedia.org/wikipedia/en/7/78/Kashinath-Ghanekar-pic.jpg,"Dr. Kashinath Ghanekar (14 August 1930 - 2 March 1986[1][2]) was a popular stage actor and dental surgeon.[1]
",Kashinath Ghanekar
306,08-05-1951,https://upload.wikimedia.org/wikipedia/en/9/95/Kashinath-actor-pic.jpg,"Kashinatha Hathwara  (8 May 1951 – 18 January 2018)[2] was an Indian actor and filmmaker who primarily worked in Kannada films. He worked on Hindi and Malayalam movies. With a career spanning over three decades, Kashinath worked in over 40 films carving a niche for himself in comedy genre. He is credited for introducing new talents such as actor Upendra,[3] musician V. Manohar[4]  and director Sunil Kumar Desai alongside many other technicians who went on to become successful in Kannada film industry.[5][6][7][8]
",Kashinath
